Source	ItemID	kText	cText
string	$298	\f1공성전을 치루지 않고 성을 방기할 수는 없습니다.	\f1你不能不戰而放棄城堡。
string	$299	\f1마법 사용에 필요한 재료가 부족합니다.	\f1施放魔法所需材料不足。
string	$300	다음 공성전을 위한 시간을 지정해 주십시오.	請選擇下一次攻城的時間。
string	$301	얼어버리고 말았습니다.	被凍結了。
string	$302	\f1해산할 수 없습니다.	\f1無法解散。
string	$303	그룹이 해산되었습니다.	解散團體。
string	$304	다음 공성전 시간이 %0로 결정되었습니다.	下一回攻城時間決定為 %0。
string	$305	\f1지금은 전쟁 시간을 변경할 수 없습니다.	\f1目前無法變更戰爭時間。
string	$306	정량제 IP의 사용기한이 만료되었거나 정액제 IP의 입금처리가 되지 않아 서비스가 정지되었습니다. 계속하여 서비스를 받고자 하실 경우 추가로 입금을 하시거나 연체요금을 입금하여 주시기 바랍니다. 입금확인을 요청하실 경우 리니지 영업팀(02-2186-3355)으로 문의해 주십시오.	你的時數卡已經用完，如想要繼續遊戲，請至７-ＥＬＥＶＥＮ購買。
string	$307	남은 사용 시간은 %d시간 %d분입니다. 서비스 중단 없이 계속하여 정량 서비스를 받으시려면 기간이 만료되기 전에 추가 입금을 하시기 바랍니다.	您的使用剩下時間已經快用完了。剩下的使用時間為 %d個小時 %d分。若若不希望中斷而繼續使用此遊戲，請在過期之前儲值。
string	$308	당신의 %0%o 감싸던 광채가 사라졌습니다.	你的 %0%o 失去了光芒。
string	$309	%0의 정산 총액은 %1아데나입니다.	%0的總財產額為 %1金幣。
string	$310	혀가 마비되었습니다. 당분간은 말을 할 수 없을 것 같습니다.	你的語言能力被癱瘓。暫時無法說話。
string	$311	혀의 감각이 돌아왔습니다. 다시 말을 할 수 있게 되었습니다.	舌頭的感覺恢復正常了。你現在能說話。
string	$312	이 마법을 배우기에는 레벨이 모자랍니다.	你還不能學習法術。
string	$313	이미 다른 PC에서 사용하고 있는 IP 주소입니다. 리니지 영업팀(02-2186-3355)으로 연락주십시오.	別的PC使用此IP位址。請至天堂客戶服務部(0800031500)詢問。
string	$314	신비한 힘에 의해 보호되는 것을 느낍니다.	你感覺到有神秘的力量在保護你。
string	$315	신비한 힘이 사라져 갑니다.	神秘的力量消失了。
string	$316	\f1짐이 너무 무거워 마법을 사용할 수 없습니다.	\f1你攜帶太多物品，因此無法使用法術。
string	$317	현재 서버에 사용자가 너무 많아 접속이 불가능합니다. 다른 서버를 이용해 주세요.	目前所選的伺服器上有太多使用者。請選擇其他伺服器。
string	$318	이 아이템은 %0레벨 이상이 되어야 사용할 수 있습니다.	等級 %0以上才可使用此道具。
string	$319	\f1더 이상의 몬스터를 조종할 수 없습니다.	\f1你不能擁有太多的怪物。
string	$320	\f1%0의 레벨이 올랐습니다.	\f1%0升級了。
string	$321	다시 부활하기를 원하십니까? (Y/N)	是否要復活？ (Y/N)
string	$322	다시 부활하기를 원하십니까? (Y/N)	是否要復活？ (Y/N)
string	$323	현재 이 서버는 서비스가 불가능합니다. 다른 서버를 선택해 주십시오.	目前無法使用此伺服器。請選擇其他伺服器。
string	$324	길들이기가 실패했습니다.	馴養失敗。
string	$325	동물의 이름을 정해 주십시오:	你想叫牠什麼名字？ 
string	$326	한번 정한 이름은 바꿀 수 없습니다.	一旦你已決定就不能再變更。
string	$327	같은 이름이 이미 존재합니다.	同樣的名稱已經存在。
string	$328	올바른 대상을 선택해 주십시오.	請選擇正確的對象。
string	$329	\f1%0%o 가지고 있지 않습니다.	\f1沒有具有 %0%o。
string	$330	\f1%0%o 사용할 수 없습니다.	\f1無法使用 %0%o。
string	$331	혈맹 전쟁 중에는 혈맹을 탈퇴할 수 없습니다.	血盟戰爭途中無法退盟。
string	$332	\f3GM 및 직원은 게임내에서 사용자에게 계정이나 비밀번호를 묻지 않습니다. 어떠한 경우라도 본인의 계정과 비밀번호는 타인에게 알려주지 마시기 바랍니다.	\f3請注意!!!GM或工作人員在遊戲內不會詢問使用者的帳號密碼以及索取道具。請勿告訴任何人您的帳號及密碼。
string	$333	\f1지금은 이 아이템을 착용할 수 없습니다.	\f1現在無法裝備。
string	$334	\f1투명 상태일 때는 거래를 할 수 없습니다.	\f1在隱形狀態下無法交易。
string	$335	이 서버는 접속 할 수 없는 서버이거나, 해당 국가에서는 접속이 제한 되는 서버입니다.	無法順利取得連線
string	$336	불길한 힘이 작용하여 차원 게이트를 통과할 수 없습니다.	因為隱藏能源，你不能經過空間門。
string	$337	\f1%0%s 부족합니다.	\f1%0不足%s。
string	$338	당신의 %0%s 회복되어갑니다.	你的 %0%s 漸漸恢復。
string	$339	\f1마법 %0%o 배우기 위해 지불할 재료가 부족합니다.	\f1學習魔法的所需要的%0%o材料不足。
string	$340	\f1너무 멀어서 물건을 놓을 수 없습니다.	\f1你不能把東西丟到那麼遠的地方。
string	$341	현재의 패스워드는 더 이상 사용하실 수 없습니다. 지금 패스워드를 변경해 주세요.	您可能因為帳號密碼輸入錯誤次數過多、或有異常登入之情況，您的帳號於二個小時內無法使用。
string	$342	새로 선택하신 패스워드가 기존의 패스워드와 동일합니다. 패스워드를 다시 입력해주세요.	你不能使用舊的密碼當作新的密碼。請再次輸入密碼。
string	$343	\f1음악을 연주하는 동안 다른 아이템을 사용할 수 없습니다.	\f1當聲響響起的時候你無法使用其他的物品。
string	$344	리니지에서는 사용자의 암호를 보호하고 또 사용자께서 암호를 잊어버리셨을 때 온라인 상에서 곧바로 암호를 변경하실 수 있도록 하기 위해 미리 사용자로 하여금 본인만이 답할 수 있는 질문과 답을 접수하는 제도를 도입하였습니다. 사용자께서는 지금 퀴즈 등록 화면에 나오는 유의사항들을 잘 읽어보신 후 본인만이 알 수 있는 질문과 답을 등록하여 주시기 바랍니다. 유의사항을 지키지 않아서 발생하는 모든 종류의 사태에 대해 NCsoft는 아무런 책임을 지지 않습니다.	在天堂裡為了保密使用者的密碼，且使用者忘記密碼時，在線上直接變更密碼而套用使用者本人才可猜的質問和回答制度。請使用者注意觀看在現在猜迷登錄畫面上出現的注意此項之後登錄本人才可猜出來的問答。Ncsoft不負責使用者未遵守而發生的所有狀況。
string	$345	퀴즈 길이가 너무 짧습니다. 5자 이상의 퀴즈를 입력해 주십시오.	問答太短。請輸入5個字以上。
string	$346	대답의 길이가 너무 짧습니다. 2자 이상의 대답을 입력해 주십시오.	回答太短。請輸入2字以上的答案。
string	$347	몸 속 깊은 곳에서 피가 끓어오르는 것을 느낍니다.	從身體的深處感到熱血沸騰。
string	$348	기분이 차분해지며 집중력이 높아지는 것을 느낍니다.	你的精神力變強。
string	$349	당신의 기분이 보통으로 돌아왔습니다.	你的情緒回復到正常。
string	$350	이용 약관이 변경되었습니다. 이 클라이언트에서는 새로운 계정을 만들 수 없습니다.	變更使用者同意書。在此使用者端上無法創造新的帳號。
string	$351	클라이언트 메모리 공간이 외부 프로그램에 의해 변경되어 리니지를 자동 종료합니다. 자세한 사항은 홈페이지 게시판을 참조해 주십시오.	由外部程式變更使用者端的記憶空間，因此自動關閉天堂。欲知仔細內容請參考網站公告欄。
string	$352	이 주문을 사용하려면 성향이 %0여야 합니다.	若要使用這個法術，屬性必須成為 %0。
string	$353	이 근처에서는 몬스터를 소환할 수 없습니다.	在這附近無法召喚怪物。
string	$354	당신의 계정은 계정도용 신고에 의해 정지되었습니다. 자세한 내용은 접수번호를 기록한 다음 리니지 웹 사이트에서 확인하십시오. 접수번호는 %s입니다.	由駭客警報停用你的帳號。欲知詳細內容，請首先紀錄註冊號碼後確認天堂網站。註冊號碼為 %s。
string	$355	다른 PC에서 같은 IP 주소로 로그인했습니다.	在別的PC上登入相同的IP位址。
string	$356	다른 사람이 같은 NetsGo id로 로그인했습니다.	別的人以同樣的NetsGo id來登入。
string	$357	다른 사람이 같은 계정으로 로그인했습니다.	有人以同樣的帳號登入，請注意，您的密碼可能已經外洩
string	$358	접속에 실패했습니다. 3 분후 다시 시도해 보십시오.	有人以同樣的帳號登入，請注意，您的密碼可能已經外洩
string	$359	게임마스터에 의해 강제 종료되었습니다.	連線中斷。
string	$360	누구	誰
string	$361	창설	創立
string	$362	가입	加入
string	$363	혈맹탈퇴	退出
string	$364	호칭	頭銜
string	$365	기억	記憶
string	$366	차단	斷絕
string	$367	위치	位置
string	$368	채팅	對話
string	$369	귓말	悄悄話
string	$370	모두갖기	全部撿
string	$371	autospell	autospell
string	$372	smooth	smooth
string	$373	욕설	obscene
string	$374	소리	音效
string	$375	음악	音樂
string	$376	말풍선	泡泡
string	$377	언어	語言
string	$378	문장확인	確認徽章
string	$379	문장	徽章
string	$380	전쟁	宣戰
string	$381	항복	投降
string	$382	종전	停戰
string	$383	동맹	同盟
string	$384	추방	驅逐
string	$385	capname	名稱
string	$386	clientonly	客戶端
string	$387	텔레포트	傳送
string	$388	banuser	刪角色
string	$389	kick	踢出
string	$390	hsiw	希望
string	$391	소환	召喚
string	$392	rain	下雨
string	$393	snow	下雪
string	$394	fog	霧
string	$395	control	控制
string	$396	silence	禁言
string	$397	ver	版本
string	$398	uptime	時間
string	$399	교환	交換
string	$400	혈맹	血盟
string	$401	켬	開
string	$402	끔	關
string	$403	%0%o 얻었습니다.	獲得%0%o 。
string	$404	%0 레벨 이하는 귓속말, 파티 채팅을 쓸 수 없습니다.	等級 %0 以下無法使用密談。
string	$405	리니지 실명제를 위해 주민등록 번호와 연락처를 다시 입력해 주시기 바랍니다.	為了安全的保密請再輸入身分證號碼及聯絡處。
string	$406	캐릭터 생성 후 일주일 이내에는 캐릭터를 삭제할 수 없습니다.	創造角色一個星期之內無法刪除角色。
string	$407	귀하의 계정은 계좌 이체가 완료되지 않았습니다. 10분 후에 다시 접속하십시오. 만약 문제가 계속되면 리니지 헬프데스크로 연락하십시오.	您的帳號尚未自動轉帳。請10分鐘後重新連接。若尚有問題請至天堂客服部詢問。
string	$408	혈맹 창고를 사용 중에는 혈맹을 탈퇴할 수 없습니다.	使用血盟倉庫途中無法退盟。
string	$409	누구를 파티에서 추방하시겠습니까?	您要將誰驅逐出您的隊伍?
string	$410	초대	邀請
string	$411	파티추방	驅逐隊伍
string	$412	파티탈퇴	退出隊伍
string	$413	파티	隊伍
string	$414	같은 혈맹원이 아닙니다.	您只能邀請您血盟中的成員。
string	$415	이미 다른 파티의 구성원입니다	您無法邀請已經參加其他隊伍的人。
string	$416	파티의 지도자만이 초청할 수 있습니다.	只有領導者才能邀請其他的成員。
string	$417	더 이상 파티 구성원을 받아 들일 수 없습니다.	你的隊伍已經滿了，無法再接受隊員。
string	$418	파티를 해산했습니다	您解散您的隊伍了!!
string	$419	파티에서 추방당했습니다.	您從隊伍中被驅逐了。
string	$420	%0%s 파티를 떠났습니다	%0%s 離開了隊伍。
string	$421	초대할 상대방이 없습니다.	沒有組織隊伍的對象。
string	$422	%0%s 파티에 참여하기를 원합니다. 승낙하시겠습니까? (Y/N)	%0%s 邀請您加入隊伍。是否接受？ (Y/N) 
string	$423	%0%s 초청을 거부했습니다.	%0%s 拒絕了您的邀請。
string	$424	%0%s 파티에 들어왔습니다.	%0%s 加入了您的隊伍。
string	$425	파티에 가입하지 않았습니다.	您並沒有參加任何隊伍。
string	$426	%0%d 파티의 구성원이 아닙니다.	%0%d 不屬於任何隊伍。
string	$427	파티의 지도자만이 추방할 수 있습니다.	只有領導者才有驅逐隊伍成員的權力。
string	$428	새 편지가 도착했습니다.	您收到鴿子信差給你的信件。
string	$429	계정 등록은 %s에서 가능합니다.	在 %s可申請帳號。
string	$430	account@ncsoft.co.kr	call_center@gamania.com
string	$431	http://www.lineage.com.tw	http://www.lineage.com.tw/
string	$432	크레이가 당신에게 %1%o 주었습니다.	克萊給你 %1%o 。
string	$433	수신자가 너무 많습니다	收信者太多。
string	$434	수신자가 없습니다.	沒有收信者。
string	$435	이름이 너무 깁니다.	名字太長。
string	$436	개인 정량제 서버스의 남은 시간이 없습니다. 계속하여 서비스를 받고자 하실 경우 추가로 입금하여 주시기 바랍니다. 입금확인을 요청하실 경우 리니지 영업팀(02-2186-3355)으로 문의해 주십시오.	您的天堂點數已經使用完畢，請至開卡中心確認剩餘點數並轉移點數至天堂遊戲中。
string	$437	고객님의 남은 시간은 %d시간 %d분 입니다. 오늘 하루도 리니지와 함께 행복한 시간 되세요.	個人月租的剩下時間為 %d個小時 %d分。若想未有中斷而繼續進行玩此遊戲，請在過期之前儲值。
string	$438	귀하의 계정 정보 및 게임 접속과 관련된 자료는 당사에서 모두 보관 중입니다. 귀하는 PC방에서 리니지 게임서비스를 이용함에 있어 고의로 PC방 이용료를 면탈하고 도주하였다는 신고가 당사에 접수되었습니다. 이것은 PC방 이용료를 지급할 의사나 능력이 없음에도 불구하고 이를 속이고 PC방을 이용하는 행위로 형법 제 347조의 사기죄에 해당될 수 있음을 알려 드리는 바입니다. 만일 귀하가 위와 같은 행위를 한 사실이 없다면 당사에 연락하여 이를 해명하여 주시기 바랍니다. 귀하가 당사 (1566-6600 (9), 리니지 홈페이지 (http://www.lineage.co.kr) 고객센터)에 연락하시면 언제라도 귀하에 대한 신고 내용을 알려드리도록 하겠습니다. (이 내용은 1분동안 사라지지 않습니다.)	本公司受到貴下在網路咖啡廳利用天堂的時候故意不付網咖使用費的報警。如上行為則屬於刑法第347條的欺詐罪。若貴下沒有做過如上行為， [ 15 ]日之內與本公司(0800031500， call_center@gamania.com)　聯絡後解釋。若沒有解釋，立刻停用你的帳號。若貴下與本公司聯絡，我們隨時皆說明貴下的報警內容。
string	$439	전쟁중에는 혈맹원을 추방할 수 없습니다.	您不能在戰爭中開除血盟員。
string	$440	http://www.lineage.co.kr	http://www.lineage.com.tw/
string	$441	\f1%0에 뜨겁게 불의 기운이 흐릅니다.	\f1%0感覺到火熱的力量。
string	$442	\f1%0에 차갑게 물의 기운이 흐릅니다.	\f1%0感覺到冰冷的水之力量。
string	$443	\f1%0%s 땅의 기운으로 떨리고 있습니다.	\f1%0%s 由地上的力量而顫抖。
string	$444	\f1%0의 표면에 바람의 기운이 흐릅니다.	\f1%0的表面上有風之力量。
string	$445	\f1%0%s 점점 뜨거워 지더니 녹아 타버립니다.	\f1%0%s 漸漸變熱之後燃燒成灰燼。
string	$446	\f1%0%s 꽁꽁 얼어서 부서져 버렸습니다.	\f1%0%s 凍結之後破碎。
string	$447	\f1%0%s 심하게 흔들리더니 산산히 부서져서 흙으로 돌아가 버립니다.	\f1%0%s 經過狂烈的震動之後變成土。
string	$448	\f1%0%s 점점 부식되어 바람에 흩어져 버립니다.	\f1%0%s 漸漸腐蝕之後被風吹散。
string	$449	정령이 튕겨버렸습니다. 이미 다른 정령 속성이 부여되어 있습니다.	精靈離開了。已經賦予你其他精靈屬性。
string	$450	정령이 그만 흩어져 버렸습니다.	精靈不小心散開了。
string	$451	정령이 튕겨졌습니다.	精靈離開了。
string	$452	%0%s 선택되었습니다	%0%s 被選擇了。
string	$453	정말로 해산하시겠습니까? (Y/N)	真的要解散嗎？ (Y/N)
string	$454	%0%o 주웠습니다.	%0%s %1%o 撿了。
string	$455	주의! 귀하의 게임이용시간이 %d 분 남았습니다. 게임이용시간이 끝나면 게임이 강제 종료되니 이 점 유의하시기 바랍니다. 감사합니다.	請注意！您的點數剩下 %d 分鐘。若結束您使用的時間，強制被關閉此遊戲。請大家注意時間。謝謝。
string	$456	당신의 마음이 따뜻하고 포근해짐을 느낍니다.	你的心感到一陣溫暖。
string	$457	기부하다	捐贈
string	$458	무기를 선택해 주세요.	請選擇一種武器。
string	$459	갑옷을 선택해 주세요.	請選擇一種防具。
string	$460	귀하의 계정은 고의로 PC방 이용료를 미납하였다는 신고가 접수되었습니다. 당사로 연락바랍니다.	本公司收到您故意不繳網咖授權費的通知。請與本公司聯絡。
string	$461	이 캐릭터는 사용이 금지되어 있습니다. 해당 서버의 담당 게임마스터에게 이메일로 문의하시기 바랍니다.	這個角色名稱是不合法的。
string	$462	\f1배가 고파서 채팅을 할 수 없습니다.	你太過於饑餓以致於無法談話。
string	$463	%0의 상태가 좋아졌습니다.	%0 變好多了。
string	$464	%0%s 이제 새 것처럼 되었습니다.	%0 現在變成像個新的一樣。
string	$465	이 서버에서는 게임내에서 패스워드를 바꾸는 것이 불가능합니다. 리니지 홈페이지를 방문해 주십시오.	您無法在此變更密碼，請上天堂網頁開卡中心變更。
string	$466	대화에 포함된 사용자: %0	包含對話的玩家: %0
string	$467	대화에 포함된 사용자가 없습니다.	沒有包含對話的玩家。
string	$468	%0%o 대화에 포함시켰습니다.	%0 被包含對話。
string	$469	%0의 포함을 풀었습니다.	%0 被解開包含對話。
string	$470	포함	包含
string	$471	\f1대화에 포함된 사용자가 너무 많습니다.	包含對話的玩家太多。
string	$472	\f1차단된 사용자가 너무 많습니다.	被拒絕的玩家太多。
string	$473	귀하는 현재 요금 결제를 통한 개인 정액 서비스 도중 결제수단에 대한 도용 신고를 받았거나 또는 요금 미납으로 인해 계정 정지 중에 있습니다. 계정을 정상적으로 이용하시기 위해서는 당사로 문의하시기 바랍니다.	您因盜用帳號或點數不足，目前停用您的帳號。若想要使用您的帳號，請洽遊戲橘子客服中心。
string	$474	당신은 이미 성을 소유하고 있으므로 다른 성에 도전할 수 없습니다.	你已經擁有城堡，無法再擁有其他城堡。
string	$475	공성전을 선언하기 위해서는 적어도 25 레벨이 되어야 합니다.	若要攻城，君主的等級得２５以上。
string	$476	아직 공성전 시간이 되지 않았습니다.	尚未到攻城時間。
string	$477	당신을 포함한 모든 혈맹원들이 성밖으로 나가야 공성전을 선언할 수 있습니다.	包含你，所有的血盟成員到城外，才能宣佈攻城。
string	$478	\f1오직 왕자와 공주만이 전쟁을 선언할 수 있습니다.	\f1只有王子和公主才能宣戰。
string	$479	어떤 능력치를 올리시겠습니까 (str, dex, int, con, wis, cha)?	你想提昇那一種屬性?
string	$480	\f1능력치의 이름이 잘못되었습니다. 바른 이름을 입력해 주세요.	屬性名稱輸入錯誤。 請重試一次。
string	$481	\f1한 능력치의 최대값은 25 입니다. 다른 능력치를 선택해 주세요.	\f1屬性最大值只能到25。 請重試一次。
string	$482	http://thebloodpledge.com/changepassframe.asp	http://www.lineage.com.tw/
string	$483	Please visit %s to change your password.	請至天堂網站的開卡中心變更您的密碼。
string	$484	정말로 혈맹을 탈퇴하시겠습니까? (Y/N)	你確定要離開你現在的血盟? (Y/N)
string	$485	마법을 선택해 주십시오.	請選擇一種法術。
string	$486	%0: 종 %1 레벨 %2 HP %3 [무게 %4]	%0: 種族 %1 等級 %2 體力 %3 [重量 %4]
string	$487	* 임의의 장소 *	* 隨機座標 *
string	$488	채널	頻道
string	$489	찾으려고 하는 펫이 너무 많습니다.	你無法一次控制那麼多寵物。
string	$490	@고객은 타인의 고객 계정을 부정하게 이용하여서는 안됩니다. @고객은 제3자의 지적재산권을 침해해서는 안됩니다. <리니지 약관 고객의 의무중> 위의 리니지 이용약관에 의거하여 %s의 계정도용 신고로 고객의 계정은 사용이 중단되었습니다. 자세한 내용은 리니지 홈페이지의 계정도용 신고 센터에서 위 신고 번호로 확인 또는 담당 서버 게임마스터에게 이메일로 문의하시기 바랍니다	@使用者將使用者的帳號不可以使用在不正當的地方。@ 使用者不可侵犯第3者的地積財?權。 <在天堂使用者同意書之中>根據如上天堂使用同意書由%s的駭客報警，被停用顧客的帳號。欲知仔細內容，請透過天堂網站的駭客報警中心，以電話或電子郵件詢問負責伺服自的GM。
string	$491	@고객은 회사에서 제공하는 서비스를 서비스의 목적 이외의 용도로 다음 각 호에 해당하는 행위를 해서는 안됩니다. -프로그램 상의 버그의 악용 <리니지 약관 고객의 의무중> 위의 리니지 이용약관의 의거하여 고객의 계정은 사용이 중단되었습니다. 버그를 악용하는 경우는 서비스의 심각한 장애와 게임의 발란스의 붕괴를 가져올 수 있습니다. 문의사항은 담당 서버 게임마스터에게 이메일로 문의하시기 바랍니다	@ 使用者除了由公司提供的以服務為目的的用途之外不可以做如下的行為。-利用程式上bug <天堂使用者同意書的義務中> 根據天堂同意書，被停用使用者的帳號。利用bug的行為，也許將導致遊戲Service上帶來嚴重的障礙與遊戲平衡崩潰。請以電子郵件詢問負責伺服器GM。
string	$492	@고객은 회사에서 제공하는 서비스를 서비스의 목적 이외의 용도로 다음 각 호에 해당하는 행위를 해서는 안됩니다.-고객 계정을 타인에게 양도하거나 현금에 판매하는 행위 <리니지 약관 고객의 의무중> 위의 리니지 이용약관에 의거하여 고객의 계정은 사용이 중단되었습니다. 현금 거래는 계정 도용 및 버그의 악용, 사기 등 여러가지 부작용을 가져오게 됩니다. 문의사항은 담당 서버 게임마스터에게 이메일로 문의하시기 바랍니다.	@ 使用者除了由公司提供的以服務為目的的用途之外不可以做如下的行為。-將使用者的帳號讓度予其他人或販賣帳號的行為 <天堂使用者同意書的義務中>根據天堂使用者同意書，使用者的帳號被停用。現金交易會導致盜用帳號和利用bug的事件等許多事件。請以電子郵件詢問負責伺服器GM。
string	$493	@고객은 회사에서 제공하는 서비스를 서비스의 목적 이외의 용도로 다음 각 호에 해당하는 행위를 해서는 안됩니다. -서비스 내에서 획득한 아이템의 현금매매 행위 <리니지 약관 고객의 의무중> 위의 리니지 이용약관에 의거하여 고객의 계정은 사용이 중단되었습니다. 현금 거래는 계정 도용 및 버그의 악용, 사기 등 여러가지 부작용을 가져오게 됩니다. 문의사항은 담당 서버 게임마스터에게 이메일로 문의하시기 바랍니다.	@ 使用者除了由公司提供的以服務為目的的用途之外不可以做如下的行為。-在遊戲裡所獲得的道具買賣行為<天堂使用者同意書的義務中>根據天堂使用者同意書，使用者的帳號被停用。現金交易會導致盜用帳號和利用bug的事件以及欺騙玩家等許多事件。請以電子郵件詢問負責伺服器GM。
string	$494	당사에서는 고객서비스 차원으로 리니지 계정도용 센터를 운영하고 있습니다. 당사가 운영하는 계정도용 신고센터는 엄밀히 말해 계정도용이 아닌 계정도용 사건을 취급하고 있습니다. 계정도용 사건에 대해 당사는 법적 의무는 없지만 보다 나은 리니지 서비스를 위해 운영하며 서비스의 질을 높이려 노력하고 있습니다. 그러나 최근들어 허위신고가 잦아 운영업무에 차질을 빚고 있습니다. 신고하신 내용에 대해서 게임로그를 분석한 결과 전혀 확인이 되지 않습니다. 고객의 계정은 %s의 신고가 허위 신고로 판단되어 계정의 사용이 중단되었습니다. 신고하신 내용을 다시 한번 확인하시어 날짜나 내용이 잘못 기재된 사항이 있는지 확인해 보시기 바랍니다. 자세한 내용은 리니지 홈페이지의 계정도용 신고 센터에서 확인 또는 담당 서버 게임마스터에게 이메일로 문의하시기 바랍니다.	本公司為了提供給玩家更好的服務，運作天堂駭客中心。由本公司的駭客中心來解決帳號盜用的事件。雖然本公司未有對於帳號盜用事件的法律義務，但是為了更好的天堂服務及加強服務，而經營此，但最近因使用者的虛偽報警而導致經營上的困擾。有報警。但經過連上遊戲的資料，結果沒有紀錄跟報警相關資料。因判定為 %s的虛偽報警，使用者的帳號被停用。請再次確認報警的內容，是否有寫下的日期和內容不對。請透過天堂網站駭客報警中心或以電子郵件的方式詢問負責伺服器的GM。
string	$495	@고객은 회사에서 제공하는 서비스를 서비스의 목적 이외의 용도로 다음 각 호에 해당하는 행위를 해서는 안됩니다. -고객 계정을 타인에게 양도하거나 현금에 판매하는 행위 -서비스 내에서 획득한 아이템의 현금매매 행위 <리니지 약관 고객의 의무중> 위의 리니지 이용약관에 의거하여 고객의 계정은 사용이 중단되었습니다. 현금 거래는 계정 도용 및 버그의 악용, 사기 등 여러가지 부작용을 가져오게 됩니다. 문의사항은 담당 서버 게임마스터에게 이메일로 문의하시기 바랍니다.	@使用者除了由公司提供的以服務為目的的用途之外不可以做如下的行為。-將使用者的帳號讓度予其他人或現金販賣行為-在遊戲裡所獲得的道具買賣行為<天堂使用者同意書的義務中>根據天堂使用者同意書，使用者的帳號被停用。現金交易會導致盜用帳號和利用bug的事件以及欺騙玩家等許多事件。請以電子郵件詢問負責伺服器GM。
string	$496	@고객은 회사에서 제공하는 서비스를 서비스의 목적 이외의 용도로 다음 각 호에 해당하는 행위를 해서는 안됩니다. -프로그램 상의 버그의 악용 <리니지 약관 고객의 의무중> 위의 리니지 이용약관의 의거하여 고객의 계정은 사용이 중단되었습니다. 버그를 악용하는 경우는 서비스의 심각한 장애와 게임의 발란스의 붕괴를 가져올수 있습니다. 버그를 이용한 경위에 대해서 담당 서버 게임마스터에게 자세하게 적어서 보내주시면 이에 대해서 계정의 사용 여부를 알려드리도록 하겠습니다.	@ 使用者除了由公司提供的以服務為目的的用途之外不可以做如下的行為- 利用程式上bug <天堂使用者同意書的義務中>根據天堂同意書，被停用使用者的帳號。利用bug的行為，也許將導致遊戲Service上帶來嚴重的障礙與遊戲平衡崩潰。關於利用bug的行為請以電子郵件詳細的詢問負責伺服器GM，能否使用帳號。
string	$497	@고객은 회사에서 제공하는 서비스를 서비스의 목적 이외의 용도로 다음 각 호에 해당하는 행위를 해서는 안됩니다. -다른 고객을 희롱하거나, 위협하거나, 특정 고객에게 지속적으로 고통을 주거나, 불편을 주는 행위. <리니지 약관 고객의 의무중> 위의 리니지 이용약관에 의거하여 고객의 계정은 사용이 중단되었습니다. 게임내에서의 사기는 고객에게 지속적인 고통과 불편을 주는 행위에 해당하며 이는 정상적인 게임의 진행을 방해하는 행위입니다. 문의사항은 담당 서버 게임마스터에게 이메일로 문의하시기 바랍니다.	@使用者除了由公司提供的以服務為目的的用途之外不可以做如下的行為。-欺負或威脅其他使用者，持續給予特定玩家痛苦和給予特定玩困擾的行為。< 天堂使用者同意書的義務中> 根據天堂同意書，被停用使用者的帳號。在遊戲裡的欺騙行為屬於持續給予特定玩家痛苦的行為，此行為就是妨礙進行正常遊戲的行為。 請以電子郵件詢問負責伺服器GM。 
string	$498	당사에서는 고객서비스 차원으로 리니지 계정도용 센터를 운영하고 있습니다. 자사가 운영하는 계정도용 신고센터는 엄밀히 말해 계정도용이 아닌 계정도용 사건을 취급하고 있습니다. 계정도용 사건에 대해 당사는 법적 의무는 없지만 보다 나은 리니지 서비스를 위해 운영하며 서비스의 질을 높이려 노력하고 있습니다. 그러나 최근들어 허위신고가 잦아 운영업무에 차질을 빚고 있습니다. 따라서 계정도용 신고자가 주민등록 등본을 5일내 보내지 않으시면 허위 신고로 판단, 계정을 영구 블럭하게 됩니다. 고객의 계정은 %s의 신고가 허위 신고로 판단되어 계정의 사용이 중단되었습니다. 자세한 내용은 리니지 홈페이지의 계정도용 신고 센터에서 확인 또는 담당 서버 게임마스터에게 이메일로 문의하시기 바랍니다.	本公司為了提供給玩家更好的服務，運作天堂駭客中心。由本公司的駭客中心來解決帳號盜用的事件。雖然本公司未有對於帳號盜用事件的法律義務，但是為了更好的天堂服務及加強服務，而經營此，但最近因使用者的虛偽報警而導致經營上的困擾。因此駭客報警本人在5天之內沒有寄至本公司身分證謄本，即判定為虛偽報警，永遠停用報警使用者之帳號。 因判定為 %s的虛偽報警，使用者的帳號被停用。請再次確認報警的內容，是否有寫下的日期和內容不對。請透過天堂網站駭客報警中心或以電子郵件的方式詢問負責伺服器的GM。 
